Business_ID,Monthly_Bank_Inflow,Monthly_Bank_Outflow,GST_Compliance_Score,Ecommerce_Sales,Supplier_Payments,Invoices_Issued,Invoice_Amount,Social_Media_Engagement,Credit_Score,Risk_Category,Country
274,275281,984480,0.5838096081441588,240147,392025,140,158441,32188,451.4198819225195,High Risk,Germany
275,1070545,265659,0.5183357134667714,565083,429089,205,152867,28212,624.8107788542349,Medium Risk,South Africa
276,1735723,419678,0.8682010075328203,517820,133389,254,80021,26399,673.6312287511598,Low Risk,Indonesia
277,948613,884016,0.8319022638109026,280914,194699,318,379349,34557,580.8571477688897,Medium Risk,UK
278,1492646,1183113,0.7373154378749069,545381,202227,361,471370,30163,653.2634525301984,Medium Risk,Australia
279,1450804,894909,0.9220852244845984,974075,497402,372,695503,4017,655.7073573446871,Low Risk,South Africa
280,1530415,271983,0.9028350764750266,403409,292516,433,432641,3036,678.5205263654942,Low Risk,India
281,319536,1645397,0.792677182198376,372455,270786,322,884641,36730,342.82170671071793,High Risk,Indonesia
282,367824,818260,0.9341356402566292,289713,265220,299,347283,14606,429.59031843789626,High Risk,Mexico
283,1356002,1080493,0.6029206050183842,807622,426217,484,770592,28905,703.7781050186752,Medium Risk,USA
284,227789,312762,0.5559598096988639,859256,301208,318,539656,14418,541.787551481491,Medium Risk,India
285,1611729,1635118,0.6348748057584948,708112,230898,213,669981,48168,449.75129576669605,Medium Risk,Zimbabwe
286,792452,816275,0.5285434280446575,697687,281266,359,593117,26126,537.3124164402358,Medium Risk,Mexico
287,887291,1446012,0.765584764000516,314214,423036,489,401180,27772,427.39466733321495,High Risk,South Africa
288,175657,1588506,0.9683028461474807,574485,73431,215,463510,38517,374.4800161068166,High Risk,USA
289,1333743,601650,0.5196717703342548,536549,60745,196,811151,27381,729.6698305221241,Medium Risk,Canada
290,731669,312272,0.5610549570050134,167584,55081,48,563515,48542,537.7384526420483,Medium Risk,Mexico
291,1579247,415925,0.7260995141417177,934220,469118,33,643718,28191,853.0301927193983,Low Risk,USA
292,1817670,796641,0.9669375087639523,358939,406927,63,410782,38428,538.5210615505098,Low Risk,Venezuela
293,1169043,744743,0.6580780524883753,301077,221204,75,22306,48319,533.5472779248116,Medium Risk,Indonesia
294,1282310,619833,0.7536174043441962,669738,417009,96,588110,18710,633.7016543015105,Low Risk,Brazil
295,1721370,1160756,0.520786429525196,574871,406415,269,34042,1179,682.9969509658874,Medium Risk,Germany
296,159751,1690822,0.5741716004810444,384226,81253,387,418302,29950,285.987272350237,High Risk,South Africa
297,1479626,433081,0.9933150614794236,881803,303335,224,682747,46851,705.5464167516335,Low Risk,Mexico
298,861774,949723,0.9825593482180228,694393,277355,394,954546,20690,635.2589792414288,Medium Risk,USA
299,1791093,331953,0.5024699904672048,427216,116086,417,623712,31051,709.3519934650402,Low Risk,Brazil
300,511079,408892,0.9759058927116196,121032,461285,446,192690,15427,573.9472734587058,Medium Risk,Australia
301,418452,35287,0.8195599689077502,216940,487112,405,757410,12855,565.7936135823223,Medium Risk,India
302,156081,1336241,0.9339591472600112,314748,454962,404,159395,7335,387.75041162101735,High Risk,Canada
303,1033237,1087088,0.7273699278169296,471552,419758,219,552307,17297,430.46366758069865,Medium Risk,North Korea
304,1711909,686702,0.7577980142896251,891506,429528,483,871858,21573,717.8743154455651,Low Risk,Indonesia
305,608986,1534868,0.7444232901284601,236727,443458,391,575151,2131,315.19368275450483,High Risk,Sudan
306,160078,1187448,0.8334321287730522,83869,369115,281,645311,41382,292.42365259330745,High Risk,North Korea
307,1965631,123070,0.5698256273781565,801842,98783,68,675643,41963,796.8681832856656,Low Risk,Mexico
308,72671,1682631,0.5149867949363389,879807,130681,350,945783,14387,403.8571644061895,High Risk,Germany
309,1516976,652117,0.6539649707955955,721404,92893,296,319143,38779,746.6131358600545,Low Risk,Germany
310,1454104,974118,0.8523403813683234,728675,453604,494,72780,44563,692.8195745769768,Medium Risk,Germany
311,1709066,1508050,0.6009267260614741,892487,163763,489,819340,32330,492.6256099812888,Medium Risk,Sudan
312,101663,1041293,0.8367162166624587,212416,82960,249,726944,19137,364.7069210465361,High Risk,India
313,1114284,1120654,0.9849560230536352,934300,351532,474,398422,27152,555.8824915138106,Medium Risk,Indonesia
314,1976914,1447008,0.5469503578947092,621004,27601,66,909434,3440,607.6315641064928,Medium Risk,Mexico
315,361955,637812,0.8363010591125631,588533,416236,430,453441,40744,575.4499988075132,Medium Risk,Germany
316,1232459,257645,0.7218751096522855,577344,144227,336,703312,48764,662.0040936193127,Low Risk,Indonesia
317,1416970,1615083,0.9340711271887528,420925,205191,174,110706,45303,540.0642084244372,Medium Risk,Germany
318,162547,816667,0.588574894723693,785024,479267,449,703023,1241,472.83488323475245,Medium Risk,Mexico
319,960681,1383649,0.8463129761130823,330701,172849,273,132019,25525,493.7957147720194,High Risk,Germany
320,1657618,1205885,0.919057644824055,289687,286854,271,381852,19381,647.9842539229797,Medium Risk,USA
321,1849678,1408164,0.9723071097370116,440634,375858,58,726741,42149,587.554634846713,Medium Risk,Mexico
322,1860578,1742503,0.8416240141448229,759971,160604,20,189001,20525,447.9897582948181,Medium Risk,Zimbabwe
323,192483,918266,0.7485873820042137,506507,133727,12,805775,34906,497.47904281691893,High Risk,Australia
324,708271,1542584,0.8089236201006069,892470,416817,108,872605,32213,539.9603570014873,Medium Risk,Canada
325,264835,1799377,0.9344524922393592,419940,68227,63,110260,4370,318.3178794831842,High Risk,USA
326,451896,376699,0.7853048733194148,275972,141039,317,180863,42914,568.8448563042892,Medium Risk,UK
327,134896,1414418,0.5151935298484185,126656,89289,44,694494,4783,359.88852549513814,High Risk,USA
328,527095,416594,0.9654743477534888,27087,156094,241,712461,49746,494.6196546990835,Medium Risk,India
329,121295,802608,0.8447633755157806,940109,441679,447,603731,39984,477.8994464135715,Medium Risk,Indonesia
330,793974,1739351,0.8382566928886233,303481,210743,390,764471,29909,380.3067490408537,High Risk,South Africa
331,937121,1770095,0.6078375761988586,146554,272866,98,329674,34652,303.1961976566772,High Risk,Venezuela
332,1371831,1122501,0.8294427351163286,861765,163485,226,450015,3886,673.0370578310882,Medium Risk,UK
333,1398224,1074027,0.6969322028270792,495757,490988,208,670187,21750,579.081550120873,Medium Risk,Brazil
334,1755738,167023,0.825616488520746,192024,348194,142,106143,28806,807.3042233914234,Low Risk,UK
335,1106731,1165964,0.5532965151539954,146535,238820,304,728013,9290,566.9896410306432,Medium Risk,Germany
336,1565448,562295,0.8289226523015181,777524,241994,399,154771,38296,663.4895181717914,Low Risk,Mexico
337,875816,1336378,0.9997068628853332,604736,484083,211,516713,39549,554.0983711068112,Medium Risk,Australia
338,424705,1513624,0.524106019430278,538936,350740,340,910959,39761,329.4002475212625,High Risk,North Korea
339,1670118,88596,0.9885870921106586,402720,333876,85,782332,29809,863.5815238951415,Low Risk,Australia
340,1906926,978027,0.7034539803614352,305767,410513,222,670673,45529,534.4227120267208,Low Risk,Zimbabwe
341,1708845,381005,0.9353767251686296,462372,73323,6,678958,14992,809.5573243686929,Low Risk,Australia
342,604594,903172,0.8911927420291368,45634,290960,182,121362,9743,418.61380719005655,High Risk,Brazil
343,197718,1618388,0.7835081304933339,972106,45695,400,780805,10043,369.0688430780797,High Risk,Brazil
344,1407563,552244,0.8692246046256633,386742,417918,375,300951,43340,622.4407724959102,Medium Risk,India
345,695263,1491074,0.939257780650674,321478,423458,350,997927,45860,422.96447328046946,High Risk,Mexico
346,1457321,709290,0.7020701608255164,865080,60841,283,734750,21142,545.0947413054091,Low Risk,Afghanistan
347,1058239,529097,0.6635165807816193,556342,395642,150,186298,43994,684.3572345159621,Medium Risk,Germany
348,157512,679789,0.8337966927817924,604316,203784,322,593838,6969,532.848153390301,Medium Risk,Canada
349,197443,1226632,0.9039229709706292,556495,483879,228,483288,40537,456.64242365783497,High Risk,Germany
350,1569163,1092636,0.8811425673883079,483866,112096,373,275702,44406,658.5761184829297,Medium Risk,USA
351,423616,1555848,0.8989068244293172,765181,97764,388,322257,42933,433.8175490788659,High Risk,UK
352,707409,1597121,0.7177916574064664,615842,451790,66,849431,21018,501.9582445782406,High Risk,UK
353,736976,859735,0.9089171080875108,686746,90744,298,721238,28479,606.5427936102416,Medium Risk,UK
354,1464447,1268855,0.5601045276853043,617564,295626,243,963847,43039,673.9142393198335,Medium Risk,Australia
355,425037,760406,0.7722445489804248,987022,14171,199,68219,25374,565.4563651214003,Medium Risk,USA
356,1094107,1763223,0.5028793302490608,324925,105755,170,700546,17796,480.09574795591,High Risk,UK
357,857364,1118287,0.6622929149501351,718140,497148,455,964470,3062,622.096856728388,Medium Risk,UK
358,167796,1221602,0.683230767435699,202512,113125,226,699129,13951,406.16308930119123,High Risk,UK
359,1390575,365484,0.6980863458046277,971703,397866,65,785292,45847,839.2726429329034,Low Risk,Germany
360,1291082,495317,0.8477336033449311,857467,373226,133,791624,5396,788.7354026009813,Low Risk,UK
361,1040198,1019024,0.6942790506351728,542498,8696,482,246495,14845,584.694759359798,Medium Risk,Canada
362,748376,248134,0.7243468113112653,578651,131310,177,587506,5830,688.4537620834894,Medium Risk,Germany
363,319544,1181550,0.6187720654371638,776535,418274,484,291373,14021,422.52061373161627,High Risk,Indonesia
364,430002,1228222,0.68662589581467,612567,156385,160,871641,32994,502.24442976388457,High Risk,UK
365,748002,1480976,0.6136348136315757,201420,286293,409,562165,5702,459.358197037336,High Risk,Australia
366,1638015,1228744,0.5365979618842218,720644,397208,382,199073,17675,488.13021731707687,Medium Risk,Venezuela
367,640978,1670592,0.801724296690689,510844,320665,114,369281,19123,373.819691371855,High Risk,India
368,1627363,719376,0.8341063992775082,213196,50740,273,834516,45449,621.2214377546935,Medium Risk,Indonesia
369,1629159,1614110,0.8097451730048073,209919,111611,415,878212,16097,587.2704237984444,Medium Risk,UK
370,957317,468774,0.7317470219002862,425648,403172,360,157878,17850,473.4007290147593,Medium Risk,Afghanistan
371,438215,541937,0.6898928900896149,267324,473947,395,229707,42079,559.8726687573611,Medium Risk,Germany
372,371184,441597,0.9316668247859126,729449,480828,282,251249,22937,614.9878932940767,Medium Risk,Canada
373,1897191,944228,0.7595408925681091,982902,253922,78,47034,15097,669.7113972965697,Low Risk,Mexico
374,1521091,983959,0.7395909388148655,764651,333785,491,181389,39539,705.0048760011472,Medium Risk,Australia
375,718234,122263,0.5128210329032179,668681,68811,441,851900,23167,517.9620565669164,Medium Risk,Venezuela
376,428480,951522,0.6706239138130782,877780,450376,467,422310,45139,405.11051376044264,Medium Risk,Zimbabwe
377,82711,1614166,0.6900978093929285,440599,187385,211,723156,21023,360.7113015746704,High Risk,UK
378,841971,883938,0.6994113904484502,385960,68232,392,20589,8976,548.7718698767168,Medium Risk,UK
379,551157,1644021,0.7900861846136662,744042,282561,484,67221,2987,371.4022200178025,High Risk,Mexico
380,234423,1657781,0.7668012733634393,657341,160801,283,265927,42522,376.02959606812385,High Risk,Germany
381,566349,1302386,0.8039525463967223,482406,117492,379,798089,36954,493.04613614391883,High Risk,USA
382,1802290,1175222,0.8824416307710641,193965,35099,330,370444,37048,466.00046747606564,Medium Risk,Venezuela
383,962495,375266,0.9064928693580468,176892,234206,476,651517,2941,573.623515695239,Medium Risk,India
384,1756493,1568601,0.8590615381132471,862694,428177,344,835963,28856,499.2026285962648,Medium Risk,Afghanistan
385,874792,510703,0.9777618479774672,144832,410818,361,586515,6140,635.9757497797613,Medium Risk,Canada
386,1835954,1004323,0.5091162913381808,163262,123474,344,275308,10404,583.4458575048725,Medium Risk,Indonesia
387,183272,373054,0.597888992841773,77411,276400,208,103078,30441,507.95390230152594,High Risk,USA
388,817836,936862,0.503781437489071,295521,484336,165,837679,4858,422.6182944422133,Medium Risk,Sudan
389,1036001,1346128,0.8237373570773014,449953,248588,32,769401,17110,481.2511383550625,Medium Risk,Brazil
390,752335,1137955,0.9490152744749936,997073,39681,396,947105,31758,607.2574604881797,Medium Risk,Australia
391,857789,1103629,0.6217411482881496,48211,96328,261,584887,49102,439.3576834148442,High Risk,Indonesia
392,1741985,1481238,0.9635172723981532,223981,223512,169,474761,37882,612.3636171260731,Medium Risk,UK
393,1176081,1734858,0.5301336951447804,275888,463005,67,780655,1475,514.9945636709598,High Risk,Germany
394,52869,128723,0.9672180134027571,790926,310505,26,932056,34049,462.4173240425939,Medium Risk,Venezuela
395,831474,605644,0.6758113436198172,297139,462719,74,519668,22192,449.27028166490305,Medium Risk,Venezuela
396,504351,1351509,0.5507104142246082,682337,39540,385,936921,590,427.5847102343009,High Risk,Indonesia
397,1410828,883088,0.7429358795931629,763298,162608,409,199651,3829,594.9224058678695,Medium Risk,Indonesia
398,686584,1110730,0.6283882838602539,568830,89700,100,510741,6074,533.6176631437521,Medium Risk,Australia
399,668467,1292518,0.6424364509809615,20651,461259,167,78207,19780,440.83137497715387,High Risk,Australia
400,1188848,294480,0.6536449824631433,109239,345676,83,344199,18424,699.9344169134213,Medium Risk,Canada
401,88467,1444397,0.9015129489163316,875363,192647,9,898698,31434,380.76257221516533,High Risk,Mexico
402,1908336,311173,0.7695806383376272,760704,394770,320,350414,21498,884.7880573697531,Low Risk,Australia
403,1086685,875633,0.6556538495780018,898544,401087,124,121426,34750,571.32962310166,Medium Risk,South Africa
404,927844,1110841,0.8051668916554592,813147,51002,306,521081,21392,597.456705410807,Medium Risk,Germany
405,530047,1443636,0.8580753371115968,447625,54812,182,144794,35855,422.4782631744233,High Risk,Canada
406,1757923,1321898,0.6363120003667668,165378,420842,180,866874,38453,475.28934167915577,Medium Risk,Afghanistan
407,1157447,1064057,0.7067745507626757,160158,196051,394,367776,3259,489.8040196786846,Medium Risk,Brazil
408,989903,1253520,0.5609430466684737,417592,474273,221,705391,32726,492.79169501481033,Medium Risk,Brazil
409,178391,1649061,0.5905746747673402,333494,262906,60,744595,29451,259.99071038202396,High Risk,North Korea
410,489430,1526972,0.8405589269824914,343569,113946,370,555726,37398,357.58268223861427,High Risk,Brazil
411,1067026,1233358,0.5907191738478135,506574,71668,191,593107,17165,408.59878170233685,Medium Risk,Venezuela
412,1709280,1763422,0.7625816918335301,439852,104003,236,53856,21738,397.25142682863316,Medium Risk,North Korea
413,1955279,1150483,0.8545231308612163,882552,216142,259,436792,1173,765.8708127987877,Low Risk,Canada
414,1929072,232967,0.553438461547372,911321,225462,417,838370,46611,800.9090281183941,Low Risk,India
415,306687,1381351,0.7836561098144518,454865,310142,459,452244,18871,427.75376075259715,High Risk,Germany
416,1824027,1469758,0.6282813918506819,437826,199886,108,69807,35561,537.4094491315072,Medium Risk,South Africa
417,157450,1360823,0.9814634376187898,675418,109601,81,846309,42430,440.585763750697,High Risk,Australia
418,221890,94772,0.7417728233599623,265948,443823,234,500999,29420,521.6229317757847,Medium Risk,Indonesia
419,488741,156108,0.902996274887579,531481,274956,406,53461,4440,636.5780550411948,Medium Risk,Canada
420,331974,1092958,0.7751132710781309,871069,66844,262,627762,35024,444.22195103154354,High Risk,South Africa
421,1498685,1162867,0.5217062664274096,481249,206165,268,967973,16284,676.5991459176906,Medium Risk,USA
422,166381,393339,0.8165756877970112,866626,400395,335,355280,40834,519.8387860041615,Medium Risk,India
423,1571701,1737692,0.9757016711033284,873349,179870,485,292579,2680,515.3634480121651,Medium Risk,Brazil
424,1670197,1361329,0.8008059100731656,74200,79601,186,749477,40125,611.1639601543613,Medium Risk,USA
425,184508,177550,0.9095944297133952,115848,406491,385,417407,29067,486.3807926187105,Medium Risk,Mexico
426,1828226,1310626,0.942103231674204,116022,448790,260,881158,2259,578.2898804971907,Medium Risk,South Africa
427,1961221,462882,0.6140398859744662,711979,315001,42,264730,49040,732.909140292799,Low Risk,India
428,1497687,367827,0.6060224199541133,944658,392699,180,256732,14000,706.4565922856191,Low Risk,India
429,1249386,1077843,0.8054904944254959,422755,499700,31,430602,11540,630.5155810897307,Medium Risk,Germany
430,1391466,1570889,0.7055142349033523,790741,287844,280,697081,14778,617.3248439674028,Medium Risk,USA
431,1672241,1465434,0.9199306514333602,856490,262927,144,589074,47304,679.3091833355328,Medium Risk,Australia
432,890477,1733194,0.9500115616990056,72068,437680,303,285848,12121,361.1999426555436,High Risk,India
433,410032,625603,0.676710689651359,480529,178423,449,66635,6872,539.5474943938926,Medium Risk,UK
434,1096811,418349,0.618435279487241,896364,98330,291,929627,1727,657.6119337350193,Low Risk,Brazil
435,1468175,1092729,0.8902627576219309,171445,230391,95,362854,44532,442.46951127601847,Medium Risk,Zimbabwe
436,1759536,1056919,0.637403017774068,698514,218606,484,775197,8319,534.9422694982466,Low Risk,Venezuela
437,1848596,1679189,0.9113071592568392,147103,412085,65,255984,23564,419.5556304497654,Medium Risk,Afghanistan
438,929611,1319349,0.7118691268243814,234605,196387,462,335137,30332,429.8948939264686,High Risk,Indonesia
439,1270412,1133894,0.8337749496457352,213047,246133,455,122752,42581,574.7874700186295,Medium Risk,USA
440,779903,424030,0.5477676569173341,819217,491904,369,221194,8588,592.5212324506747,Medium Risk,Indonesia
441,95714,1455753,0.8119296623382866,259768,419170,351,238584,35049,305.26262691453246,High Risk,South Africa
442,1024339,106077,0.7258838393686146,694029,167627,167,428632,44462,761.8123005329917,Low Risk,UK
443,1725810,906906,0.793304231587737,104475,330497,355,142886,40032,677.207366467802,Medium Risk,USA
444,1994624,163515,0.5840071038724317,520370,480406,147,88537,19081,759.9780320422939,Low Risk,India
445,680271,1023497,0.868436872472091,536570,443242,404,846690,1001,497.48079614290737,Medium Risk,India
446,1565536,1285564,0.9313985387716144,699984,367916,257,681868,22544,586.7062327233468,Medium Risk,South Africa
447,1810427,155885,0.6083699000453878,713798,183048,273,95166,42158,864.5597402026679,Low Risk,Canada
448,174123,926209,0.5478572777600809,230972,478794,373,744276,18161,411.0703994408333,High Risk,South Africa
449,986093,571656,0.5118192930231682,863966,358646,295,385854,2981,706.6814707424738,Medium Risk,Germany
450,1404204,700688,0.820985750221633,172777,381087,463,307843,29963,580.7539389336218,Medium Risk,Brazil
451,1181565,218014,0.8035470180443904,965748,376994,191,318479,45926,688.5184995228374,Low Risk,Mexico
452,1396932,121751,0.773348706357035,871396,50095,409,843238,5722,731.0794432353298,Low Risk,South Africa
453,879957,260203,0.6159735480579878,702797,150342,442,874285,1478,737.5127995126578,Low Risk,Australia
454,228274,843738,0.6954529979527573,218944,166980,463,729128,17732,482.94342987852366,High Risk,Germany
455,737995,725275,0.7972381675930865,653294,282667,418,307883,28411,437.94779933397797,Medium Risk,Venezuela
456,1423928,853651,0.7483834294295847,246440,67433,308,569073,5750,660.2968540530761,Medium Risk,Canada
457,1918836,1290527,0.9938927601074437,738342,445284,295,173052,45301,618.7412015213614,Medium Risk,Brazil
458,461927,1583731,0.5682198762783666,322727,24991,90,766079,42324,407.35946777661127,High Risk,Canada
459,839852,225716,0.8475722770237969,834824,277919,170,497918,7136,631.6015911586705,Low Risk,Mexico
460,1981760,614567,0.7021593840521461,17461,476017,419,881448,39355,687.8062977358196,Low Risk,Indonesia
461,181373,345172,0.7140998074628073,634411,352139,466,404825,22599,591.800572677183,Medium Risk,USA
462,1537028,920695,0.8587988828290881,806948,459466,412,76253,37116,722.9424459658835,Medium Risk,Australia
463,165294,30126,0.8462180756621849,482501,152745,118,488697,4703,615.7745311130024,Medium Risk,Germany
464,1085362,868761,0.9956279968510942,158586,127808,437,625416,27873,601.7482321606403,Medium Risk,Germany
465,1558027,1106208,0.5641971447270626,393395,163128,484,955645,20037,585.844887090996,Medium Risk,Mexico
466,698307,530315,0.5520548246920831,504178,142686,360,171081,12732,606.7431314069047,Medium Risk,USA
467,115726,1799246,0.8621694085643705,963772,499772,420,924013,30707,420.1416546527887,High Risk,Germany
468,191564,1188521,0.7891934585032045,241496,12415,187,645254,26437,411.3860214102216,High Risk,Australia
469,1476388,347320,0.6370803332799029,702148,486907,211,147854,320,797.2518169092972,Low Risk,Germany
470,318246,1329445,0.5397096844944933,741109,251038,260,633640,47094,407.1253911340238,High Risk,Indonesia
471,1804272,771426,0.5428291247982153,726409,442100,239,429149,4918,569.4636390019389,Low Risk,Afghanistan
472,168015,528716,0.9470954373320593,858925,415180,446,873586,7449,612.0796581984024,Medium Risk,Australia
473,1839250,1073917,0.5959336623593714,570315,435942,359,673667,5718,643.7502374612491,Low Risk,South Africa
474,304079,1253975,0.6616857810577603,889979,259205,7,757567,27564,506.39562684550066,High Risk,USA
475,600929,492120,0.613328201113494,183921,304188,212,771569,42724,604.171436900589,Medium Risk,UK
476,739944,1213445,0.6774981529159687,896559,193221,201,642585,37444,574.1746719140093,Medium Risk,UK
477,738105,208954,0.5347119213730467,683218,173616,345,741234,18355,510.9646184678786,Medium Risk,Sudan
478,563758,699078,0.7595298954541352,749522,54976,129,572634,24399,515.0157595666082,Medium Risk,India
479,1033609,1113136,0.5338062817961075,613291,430468,142,122138,48075,507.3749025292117,Medium Risk,India
480,1464466,314260,0.9001782539111808,717755,270976,343,322916,1562,800.5048619311503,Low Risk,Australia
481,1067703,162717,0.6168560409552165,574046,226883,29,999588,16005,779.2973548941278,Low Risk,Canada
482,495101,1257171,0.7700059573022553,326456,216509,72,50149,25020,374.3380267350698,High Risk,Mexico
483,86631,678373,0.9400395437807292,340814,301292,65,358844,16352,486.0554754195135,High Risk,USA
484,1865153,409862,0.825438684523597,92279,459456,33,692886,41104,696.4797503251209,Low Risk,Indonesia
485,1171567,524592,0.7664788932756676,25434,244241,387,893190,40681,676.786503792277,Medium Risk,UK
486,1102590,1178734,0.6621668765576878,729407,224526,23,488928,34936,612.6974915029119,Medium Risk,Canada
487,1371813,1787109,0.6665009565290989,450991,379374,175,138447,5853,444.2710714852314,High Risk,India
488,1116646,1247078,0.8347434775990951,347913,352220,454,471693,40105,407.6267429020662,Medium Risk,North Korea
489,1920785,1511074,0.9970696806105838,780042,475332,78,15695,14275,488.0703648521057,Medium Risk,North Korea
490,1155534,360388,0.8309195949246893,338821,451675,65,573457,6291,622.2513360675041,Medium Risk,Brazil
491,1180650,1745630,0.7788917086850125,93555,305546,431,844379,17998,420.92230814961596,High Risk,South Africa
492,1633593,348408,0.8653252551196231,662667,193799,157,188296,19082,804.8811200501361,Low Risk,UK
493,1853649,498276,0.732602806141859,751280,43578,280,842297,14722,852.4424010053107,Low Risk,USA
494,1274665,1044920,0.5300711713003926,773799,95453,52,690913,1101,573.6011418586608,Medium Risk,Brazil
495,247392,87545,0.7811484079389549,186806,420534,215,376645,47745,512.5404783297386,Medium Risk,India
496,208823,541411,0.9788126422526902,898097,342859,347,332554,43100,420.59074672826955,Medium Risk,Venezuela
497,1073904,855656,0.5876514711788299,491719,213859,412,375898,23383,448.93607529109863,Medium Risk,Zimbabwe
498,1728728,1050020,0.8450024454103329,443819,116435,143,363039,21535,492.99202478304574,Medium Risk,Afghanistan
499,1491578,914377,0.6004668443295282,479924,221101,114,952320,27323,612.6627696140245,Medium Risk,Indonesia
500,1832005,43224,0.7679138422365406,78803,156538,486,720386,37344,850.7408168431949,Low Risk,USA
501,548863,70738,0.5483382248233598,442548,362886,187,322849,30124,573.7507843942208,Medium Risk,South Africa
502,417654,972654,0.7251854681290926,888135,50475,32,202994,49730,453.6350321921342,Medium Risk,Brazil
503,629036,1259336,0.878081664447623,817744,327286,201,387844,30834,381.6006956918985,Medium Risk,Sudan
504,580089,1047433,0.673785762119491,758736,221232,195,870346,615,573.1058949901776,Medium Risk,Canada
505,1248838,496725,0.832455862243609,487742,162636,319,11881,45346,493.89489691390344,Medium Risk,Afghanistan
506,1541481,693937,0.8977249803948646,709539,158484,393,967071,1291,556.9774205864346,Low Risk,Venezuela
507,285362,1610934,0.9635889097397264,736802,98526,55,319509,32364,341.7657534046155,High Risk,Indonesia
508,1542785,1204737,0.6173210409277268,255404,56001,153,531144,43728,533.324038553185,Medium Risk,South Africa
509,1652456,1611530,0.699657957904654,652249,324793,272,89211,46316,521.3276267971859,Medium Risk,Brazil
510,847079,874193,0.5762080066652087,312523,197029,54,997626,6397,515.2311416292708,Medium Risk,India
511,714076,328512,0.9962417510791876,27297,433733,392,166078,27956,519.822152791121,Medium Risk,India
512,269963,692143,0.9635004839621476,798443,149228,250,313342,49523,394.69317986073895,Medium Risk,Zimbabwe
513,530761,596202,0.7699785651402797,519346,421280,117,950335,8434,537.0843825292842,Medium Risk,Mexico
514,1347286,1280155,0.9210166471882106,130234,30711,174,897081,24262,583.3922918691438,Medium Risk,UK
515,270984,682026,0.760478988636021,578302,35106,472,943963,6108,557.8194917225348,Medium Risk,UK
516,1995635,1026530,0.8117928440013799,777454,332602,170,435659,8087,786.9594148111962,Low Risk,Germany
517,1955324,801253,0.5445622160580084,939242,414805,413,969820,31066,743.658921769843,Low Risk,Brazil
518,1880931,534471,0.877635210248404,890765,487488,18,237203,3432,733.9633410614463,Low Risk,Mexico
519,314512,1408246,0.5638567418176175,188570,397573,207,729846,887,355.41964562493104,High Risk,Mexico
520,651863,836388,0.9130338151262642,793152,222583,292,671237,39090,612.6173309956957,Medium Risk,Australia
521,1367375,1297543,0.891014043835193,807552,368898,399,49553,9973,539.0902689253058,Medium Risk,Mexico
522,1336125,413152,0.8543723488714883,519733,143286,193,517353,17106,746.815878241918,Low Risk,UK
523,1692895,984652,0.5180801902623811,936271,232189,406,408138,20325,540.2880963163931,Low Risk,North Korea
524,1582875,124270,0.6515641779726643,294996,483947,159,919210,36544,605.8214430477856,Low Risk,Sudan
525,1710786,1075482,0.6315562849554215,351383,131479,59,913450,35440,703.6226389869214,Medium Risk,Canada
526,498982,1621961,0.6800682037357595,404145,425343,186,670046,39783,432.17948480940674,High Risk,Australia
527,1222622,1744331,0.5438213733819193,742847,141213,214,42766,5133,514.7095216633422,High Risk,Australia
528,456619,1225889,0.9684789115155314,521603,33884,380,828438,7888,348.80355177353687,High Risk,Venezuela
529,1130673,188768,0.7769011203561882,625863,488637,475,565710,15789,670.9111884403467,Low Risk,Indonesia
530,1046161,1325302,0.6527621553290117,517365,269852,79,913022,44320,583.1553237501441,Medium Risk,UK
531,716326,600451,0.6984907585371417,629328,285519,281,284349,21698,536.0338289591961,Medium Risk,Indonesia
532,699150,49816,0.7236012702524178,158510,20088,432,489806,37580,658.0016301900466,Medium Risk,UK
533,1328805,997344,0.8002971666803087,189587,324759,137,164599,29803,521.6339963807126,Medium Risk,India
534,168834,787907,0.7578397138482489,540032,377282,347,776843,166,453.7821655080972,Medium Risk,Brazil
535,1192424,344997,0.9596959866072088,749180,181118,429,421659,48723,757.5512242953519,Low Risk,Canada
536,1151497,1234565,0.7484817414529151,445633,277158,63,419740,45346,580.955630768928,Medium Risk,UK
537,755086,1699595,0.9960790074116564,934573,200497,349,388621,7633,489.6725010629525,High Risk,Australia
538,1749005,1755502,0.925712478872548,838791,401489,493,38202,15203,621.6127979209,Medium Risk,UK
539,1804236,1285100,0.6042552571786679,685159,183207,186,993056,4716,623.1989193461408,Medium Risk,South Africa
540,334821,1665687,0.965297607321958,370890,369986,462,449358,46145,381.7741912818336,High Risk,Australia
541,105609,1068896,0.558183198942738,759122,429097,410,858124,38598,506.0835913340806,High Risk,UK
542,277897,1230454,0.9087248542455958,655194,495238,343,747744,43592,494.3762249615187,High Risk,Germany
543,1024165,760880,0.69031164673829,211260,83077,325,30855,11872,580.0872662487018,Medium Risk,USA
544,1129600,1604623,0.9389871602225348,755219,144784,68,486963,23949,547.3803167075666,Medium Risk,UK
545,1075715,811452,0.9340283450537252,787881,210776,331,725732,49136,686.2110423720247,Medium Risk,Germany
546,1168889,1513741,0.9029627000588104,773034,320018,264,821527,13040,511.9915975152899,Medium Risk,Indonesia
547,1488533,163554,0.8950152181535307,541885,74087,197,966228,17032,833.407176184183,Low Risk,USA
548,234078,481282,0.6523395695490204,843525,279441,147,321385,29869,591.7739207163985,Medium Risk,UK
